,COMMENT,Positivity,Negativity,Neutrality,Compound
2834,Calm,1.0,0.0,0.0,0.3182
2836,We felt quiet and calm. That felt good.,0.464,0.0,0.536,0.6369
2837,"I like when we are breathing, because it makes my body very smooth.  Gianni.",0.172,0.0,0.828,0.3612
2838,That wasn't a good one - said a student,0.0,0.325,0.675,-0.3412
2839,me gusto la musica. gracias por relajarme. me ayudo a sentirme bien.,0.0,0.0,1.0,0.0
2840,GRACIAS.,0.0,0.0,1.0,0.0
2841,Mindful,0.0,0.0,1.0,0.0
2842,Calm,1.0,0.0,0.0,0.3182
2843,"I can relate, I am easily distracted. I will continue mindful practices regularly to get better.",0.299,0.136,0.565,0.4404
2844,"mindful, happy, calm, grateful",0.9,0.0,0.1,0.8402
2845, a bit better,0.744,0.0,0.256,0.4404
2846,Felt Good,0.744,0.0,0.256,0.4404
2847,Some students felt calm and good.,0.565,0.0,0.435,0.6369
2848,Mindful,0.0,0.0,1.0,0.0
2850,"happy
",1.0,0.0,0.0,0.5719
2851,Love it!,0.818,0.0,0.182,0.6696
2852,Today was a good session.,0.492,0.0,0.508,0.4404
2853,"Well done narrated today's mindfulness lesson, Edward!
Thank you for the reminder, about the importance of keeping our eyes closed during our practice sessions. I have A.D.D. & OCD and I find myself wanting to clean or see something that needs to be done in the classroom when my eyes are open, it is so difficult not to act.
When I close my eyes it much easier for me to stay focused on the mindful practice.
Again thank you for trying to keep us focused and mindful.
Blessings!",0.24,0.032,0.728,0.9592
2855,Calm,1.0,0.0,0.0,0.3182
2856,Good,1.0,0.0,0.0,0.4404
2857,Mindful,0.0,0.0,1.0,0.0
2858,"Thank you, so much, for a wonderful breathing strategy. Keep up the great work Inner Explorer!",0.475,0.0,0.525,0.8969
2859,calm,1.0,0.0,0.0,0.3182
2860,I felt comfortable. Belly breathing felt nice.  This practice helped me calm down from playing outside. ,0.481,0.0,0.519,0.8481
2861,Grateful ,1.0,0.0,0.0,0.4588
2862,It was long.,0.0,0.0,1.0,0.0
2863,Mindful,0.0,0.0,1.0,0.0
2864,Wonderful,1.0,0.0,0.0,0.5719
2865,Mindful,0.0,0.0,1.0,0.0
2866,We loved the exploring song at the end and we loved taking a full minute to be quiet and mindful with our thoughts and our bodies! ,0.26,0.0,0.74,0.8439
2867,"saw a snake
relaxed
saw a shark
saw dragons
saw a train
saw little birds
saw a pet
frogs hopping
saw a cake
saw a tiger
saw dogs
saw cotton canday
",0.118,0.0,0.882,0.4939
2868,happy,1.0,0.0,0.0,0.5719
2869,Happy,1.0,0.0,0.0,0.5719
2870,gracias por todo. me gusto la cancion. gracias por la música.,0.0,0.0,1.0,0.0
2871,"g
",0.0,0.0,0.0,0.0
2872,"The students loved it because it was relaxing.
",0.542,0.0,0.458,0.7964
2873,"Kids saying they feel tired, i am explaining this tired is associated with feeling calm as well. they are misinterpreting their feeling of calm for tired, due to not experiencing pure calm and peace very often.",0.315,0.177,0.508,0.5859
2874,great,1.0,0.0,0.0,0.6249
2875,The video was very repetative.,0.0,0.0,1.0,0.0
2877,Students enjoyed this and asked to do inner explore daily. ,0.268,0.0,0.732,0.5106
2878,"I felt good because I thought about the best. Joel/student
It made me feel good and relaxing. Alonie/student
I felt I was like on a train that made me feel relaxedd, calm and tired.  Melissa/student",0.41,0.066,0.524,0.9337
2879,Good,1.0,0.0,0.0,0.4404
2880,"happy
",1.0,0.0,0.0,0.5719
2881,Happy for food! ,0.666,0.0,0.334,0.6114
2882,Happy,1.0,0.0,0.0,0.5719
2883,2 1/2,0.0,0.0,1.0,0.0
2884,Happy,1.0,0.0,0.0,0.5719
2885,I didnât like breathing fast ,0.455,0.0,0.545,0.3612
2887,Calm,1.0,0.0,0.0,0.3182
2888,Calming,1.0,0.0,0.0,0.4019
2889,Gracias por toda la musica. Gracias por la musica bien mucha. Gracias por relajarme con la musica. I like your picture. Gracias por todo. Gracias por todo y la musica. Thank you. I love the music so much.,0.223,0.0,0.777,0.8481
2890,Mindful,0.0,0.0,1.0,0.0
2891,Relaxing,1.0,0.0,0.0,0.4939
2892,Loved the way mindfulness was defined for the students.,0.328,0.0,0.672,0.5994
2893,4.5,0.0,0.0,1.0,0.0
2894,Thank you for a wonderful mindful experience...God bless.,0.692,0.0,0.308,0.8402
2895,"Student who felt 
Mindful 0
Happy 0
Felt Good
Calm  9
Grateful 2
Love It0
",0.729,0.0,0.271,0.9442
2896,Grateful,1.0,0.0,0.0,0.4588
2897,mindful,0.0,0.0,1.0,0.0
2898,love it,0.808,0.0,0.192,0.6369
2899,good!,1.0,0.0,0.0,0.4926
2900,weird,0.0,1.0,0.0,-0.1779
2901,calm,1.0,0.0,0.0,0.3182
2902,Love it!,0.818,0.0,0.182,0.6696
2903,Students felt calm,0.535,0.0,0.465,0.3182
2904,I didn't work.,0.0,0.0,1.0,0.0
2905,"Gracias por todo. Gracias por la música. I love it so much, I like it. Gracias. I love the video. I love it all in my heart. Gracias por relajame. ",0.411,0.0,0.589,0.9467
2906,"Dear Will,

I felt happy when we were exploring love.

From, 
Room 804",0.538,0.0,0.462,0.8885
2907,good,1.0,0.0,0.0,0.4404
2908,relaxing,1.0,0.0,0.0,0.4939
2909,no,0.0,1.0,0.0,-0.296
2910,Calm,1.0,0.0,0.0,0.3182
2911,Great!,1.0,0.0,0.0,0.6588
2912,Mindful,0.0,0.0,1.0,0.0
2913,Felt Good,0.744,0.0,0.256,0.4404
2914,ok,1.0,0.0,0.0,0.296
2915,Happy,1.0,0.0,0.0,0.5719
2916,I feel good and calm,0.722,0.0,0.278,0.6369
2917,Love it!,0.818,0.0,0.182,0.6696
2918,Very peaceful,0.777,0.0,0.223,0.5413
2919,great,1.0,0.0,0.0,0.6249
2920,"amazing!
",1.0,0.0,0.0,0.6239
2923,ok,1.0,0.0,0.0,0.296
2924,"Mindful, happy, felt good, calm, and grateful",0.799,0.0,0.201,0.8979
2925,"Scholars report feeling peaceful,relaxed, and grateful",0.529,0.0,0.471,0.5423
2926,I liked the ringing music.,0.483,0.0,0.517,0.4215
2927,"I loved the sounds because the music reminded me of one of my favorite songs.  I liked the wave noise. This practice felt very peaceful. 
",0.41,0.0,0.59,0.9216
2928,"Scholars report feeling sleepy, peaceful, and relaxed. ",0.664,0.0,0.336,0.7845
2929,nice,1.0,0.0,0.0,0.4215
2930,Thanks,1.0,0.0,0.0,0.4404
2931,Happy ,1.0,0.0,0.0,0.5719
2932,felt funny blocking one side of our noses,0.252,0.226,0.522,0.0772
2933,calm,1.0,0.0,0.0,0.3182
2934,great,1.0,0.0,0.0,0.6249
2935,calm,1.0,0.0,0.0,0.3182
2936,Mindful,0.0,0.0,1.0,0.0
2937,Peaceful,1.0,0.0,0.0,0.4939
2938,ok,1.0,0.0,0.0,0.296
2939,Love it!,0.818,0.0,0.182,0.6696
2940,Grateful ,1.0,0.0,0.0,0.4588
2941,Love it!,0.818,0.0,0.182,0.6696
2942,good,1.0,0.0,0.0,0.4404
2943,relax,1.0,0.0,0.0,0.4404
2944,Calm,1.0,0.0,0.0,0.3182
2945,"Scholars report feeling calm, grateful, and relaxed. ",0.769,0.0,0.231,0.8402
2946,Awesome!,1.0,0.0,0.0,0.6588
2947,"Great practice
",0.804,0.0,0.196,0.6249
2948,"regular, Sleepy, and mindful",0.0,0.0,1.0,0.0
2949,Calm ,1.0,0.0,0.0,0.3182
2950,It is helping us focus on our breathing.,0.239,0.0,0.761,0.296
2951,"15 students
mindful 0 students
Happy 1
Felt good 0
Calm 5
Grateful 0
Love it! 0",0.732,0.0,0.268,0.9468
2952,Mindful,0.0,0.0,1.0,0.0
2953,"It made us kind of tired however, we are much calmer. It made our feet fall asleep. ",0.121,0.154,0.725,-0.1761
2954,The narrator's voice was very soothing,0.341,0.0,0.659,0.3804
2955,Love it,0.808,0.0,0.192,0.6369
2956,Love it!,0.818,0.0,0.182,0.6696
2957,The music was calming.,0.474,0.0,0.526,0.4019
2958,Felt Good ,0.744,0.0,0.256,0.4404
2959,spa vibes,0.0,0.0,1.0,0.0
2960,Nice music.,0.737,0.0,0.263,0.4215
2961,Grateful,1.0,0.0,0.0,0.4588
2962,"Mindful
",0.0,0.0,1.0,0.0
2963,happy,1.0,0.0,0.0,0.5719
2964,Grateful,1.0,0.0,0.0,0.4588
2965,we liked to learn how to go from feeling sad to happy.  We like the explorer song.,0.41,0.121,0.469,0.7506
2966,Calm,1.0,0.0,0.0,0.3182
2967,Felt Good,0.744,0.0,0.256,0.4404
2968,thanks,1.0,0.0,0.0,0.4404
2969,"It was calming, her voice was soothing",0.5,0.0,0.5,0.6124
2970,helpful,1.0,0.0,0.0,0.4215
2971,Enjoyed it!,0.782,0.0,0.218,0.5562
2972,so peaceful and relaxing,0.777,0.0,0.223,0.788
2973,Love it!,0.818,0.0,0.182,0.6696
2974,good,1.0,0.0,0.0,0.4404
2975,"rested, less anxious, I feel like taking a nap! ZZZZZ",0.247,0.167,0.586,0.2074
2976,We did like the concept but not the presenter. We felt we needed more quiet time to  get in touch with our emotioms.,0.074,0.0,0.926,0.1901
2977,Happy ,1.0,0.0,0.0,0.5719
2978,Great ,1.0,0.0,0.0,0.6249
2979,Really cannot hear the sound very well.,0.285,0.0,0.715,0.3384
2980,This activity made me feel good about my body.,0.266,0.0,0.734,0.4404
2981,Grateful,1.0,0.0,0.0,0.4588
2982,long pauses in between made it hard to stay balanced,0.0,0.135,0.865,-0.1027
2983,Calm ,1.0,0.0,0.0,0.3182
2984,feel relaxed,0.762,0.0,0.238,0.4939
2985,Love it!,0.818,0.0,0.182,0.6696
2986,The best part of slowing my life down is the ability to stop and think.,0.314,0.106,0.58,0.6486
2987,Very relaxing and calming.,0.764,0.0,0.236,0.7548
2989,Mindful,0.0,0.0,1.0,0.0
2990,calm,1.0,0.0,0.0,0.3182
2991,ok,1.0,0.0,0.0,0.296
2992,Calm,1.0,0.0,0.0,0.3182
2993,restful,1.0,0.0,0.0,0.3612
2994,Beautiful image,0.796,0.0,0.204,0.5994
2995,great!,1.0,0.0,0.0,0.6588
2996,awesome. They and I are calmer,0.688,0.0,0.312,0.765
2997,"calm
",1.0,0.0,0.0,0.3182
2998,Fine,1.0,0.0,0.0,0.2023
2999,Felt Good,0.744,0.0,0.256,0.4404
3001,The best part of using sounds to help me relax was how I could calm down.,0.524,0.0,0.476,0.9022
3002,ok,1.0,0.0,0.0,0.296
3003,"Calm 
",1.0,0.0,0.0,0.3182
3004,Happy,1.0,0.0,0.0,0.5719
3005,Felt Good ,0.744,0.0,0.256,0.4404
3006,"calm
",1.0,0.0,0.0,0.3182
3007,calm,1.0,0.0,0.0,0.3182
3008,ok,1.0,0.0,0.0,0.296
3010,happy,1.0,0.0,0.0,0.5719
3011,Mindful ,0.0,0.0,1.0,0.0
3012,"Dear Ms. Driggs,

I feel grateful for this lesson.  I loved it, thank you so much!

From Room 804",0.486,0.0,0.514,0.906
3013,Mindful,0.0,0.0,1.0,0.0
3014,The best part of anchoring while breathing is it can help you through your day.,0.347,0.0,0.653,0.7845
3015,Happy,1.0,0.0,0.0,0.5719
3016,happy,1.0,0.0,0.0,0.5719
3017,ss,0.0,0.0,1.0,0.0
3019,it felt good and very relaxing,0.615,0.0,0.385,0.7501
3020,aDX adsdacdas,0.0,0.0,1.0,0.0
3021,Love it!,0.818,0.0,0.182,0.6696
3022,Mindful,0.0,0.0,1.0,0.0
3023,Felt Good ,0.744,0.0,0.256,0.4404
3024,It was calmingt,0.0,0.0,1.0,0.0
3025,Nice and thoughtful practice,0.73,0.0,0.27,0.6597
3026,The best part of exercising your neck is stretching your neck out.,0.276,0.0,0.724,0.6369
3027,Love it!,0.818,0.0,0.182,0.6696
3028,have chimes sound a bit louder to match voice volume,0.0,0.0,1.0,0.0
3029,"Our ""Gratitude"" practice today was wonderful.
Thank You, Christabel!",0.481,0.0,0.519,0.7574
3030,Enjoyed using the shark fin method,0.398,0.0,0.602,0.5106
3031,Calm,1.0,0.0,0.0,0.3182
3032,happy,1.0,0.0,0.0,0.5719
3033,Felt Good ,0.744,0.0,0.256,0.4404
3034,I sure do love them didgeridoo sounds!,0.629,0.0,0.371,0.7777
3036,good,1.0,0.0,0.0,0.4404
3037,Awesome!,1.0,0.0,0.0,0.6588
3038,Mindful,0.0,0.0,1.0,0.0
3039,Mindful,0.0,0.0,1.0,0.0
3040,This Mindful experience was great!!!,0.554,0.0,0.446,0.7163
3041,"Good
",1.0,0.0,0.0,0.4404
3042,Grateful,1.0,0.0,0.0,0.4588
3043,Mindful,0.0,0.0,1.0,0.0
3044,21 out of 21!!!!!,0.0,0.0,1.0,0.0
3045,"liked squeezing muscles
",0.583,0.0,0.417,0.4215
3046,More negative than positive ,0.392,0.405,0.203,-0.0334
3047,Fucking good,0.762,0.0,0.238,0.4927
3048,ccc,0.0,0.0,1.0,0.0
3049,fast,0.0,0.0,1.0,0.0
3050,ok,1.0,0.0,0.0,0.296
3051,calm,1.0,0.0,0.0,0.3182
3052,The best part of calming myself down is it makes me feel happy and calm.,0.54,0.0,0.46,0.9169
3053,Today had the most calm participation.  Scores ranged from 2-5.,0.224,0.0,0.776,0.3804
3054,Mindful,0.0,0.0,1.0,0.0
3055,"Helps to relax and instructions on breathing, listening to sounds and focus and 
connecting with yourself and your environment .",0.244,0.0,0.756,0.6705
3056,Felt Good ,0.744,0.0,0.256,0.4404
3057,Mindful,0.0,0.0,1.0,0.0
3058,Scared!!!!!! ,0.0,0.0,1.0,0.0
3059,"calm relaxed
asthma is  better
tired sleepy
hummingbirds and butterflies",0.486,0.168,0.347,0.6705
3060,Calm,1.0,0.0,0.0,0.3182
3061,great sounds,0.804,0.0,0.196,0.6249
3062,Practicing Mindfulness makes me calm and grateful. It allows me to focus on the present moment and helps me become more aware of my own body and how it is working. I look forward to practicing mindfulness everyday. I have done it 8 days in a row and I am excited to continue. ,0.19,0.0,0.81,0.8519
3063,"felt good
",0.744,0.0,0.256,0.4404
3064,"We had to listen to parts of today's lesson a few times to absorb what was being said.
We may need to revisit this practice again tomorrow.
Travis, great lesson! ",0.136,0.0,0.864,0.6588
3065,I feel good!,0.761,0.0,0.239,0.4926
3066,I feel super relaxed!,0.881,0.0,0.119,0.8122
3067,NIce and calm,0.836,0.0,0.164,0.6249
3068,",haaaa",0.0,0.0,1.0,0.0
3069,Grateful,1.0,0.0,0.0,0.4588
3070,"Carlos we want to thank you for guiding us through what at times may be a difficult  thing to do which is, send kind thought to toughs that we may have not the closet bond  with.
Great lesson!",0.247,0.092,0.661,0.807
3071,It was hard to stay quiet and not be distracted by some class noises. ,0.132,0.091,0.777,0.162
3072,"I didn't just make that up, this is student feedback! three calms and one 4",0.178,0.0,0.822,0.3802
3073,Gracias por la musica. Me gusto la cancion. Es much amor. I love it so much thank you. A mi me siento bien. Me gusto el video. Gracias por todo. I like it so much. Gracias por todo mi corazon. I love the video. ,0.336,0.0,0.664,0.9564
3074,"Dear Jake,

I loved the session when we were taking deep breaths and feeling loved.

From,
Room 804",0.478,0.0,0.522,0.8979
3075,mindful,0.0,0.0,1.0,0.0
3076,We enjoyed it!,0.642,0.0,0.358,0.5562
3078,Students felt good and calm,0.634,0.0,0.366,0.6369
3079,"5***  calming relaxing liked music
4* like everything
3* liked 
2* not as relaxing as others",0.632,0.0,0.368,0.9451
3080,:),1.0,0.0,0.0,0.4588
3081,students were calm and participating,0.365,0.0,0.635,0.3182
3082,good,1.0,0.0,0.0,0.4404
3083,Nice but was this a repeat?,0.322,0.0,0.678,0.2263
3084,The best part of thinking about my loved ones is the feeling of happiness I get.,0.545,0.0,0.455,0.9217
3085,"Gracias Edgar por la música. Gracias por la musica. Gracias por todo. Yo me gusto Edgar. Me gusto la cancion. Thank you for the cancion. Gracias por toda la cancion. Gracias por relajarme. Gracias por todo Edgar. I like your recording, thanks. ",0.172,0.0,0.828,0.7845
3086,My class felt good.,0.492,0.0,0.508,0.4404
3087,"calm
",1.0,0.0,0.0,0.3182
3088,I made us feel different in a good way.,0.326,0.0,0.674,0.4404
3089,"happy
",1.0,0.0,0.0,0.5719
3090,Mindful,0.0,0.0,1.0,0.0
3091,"Scholars report feeling peaceful, calm, and mindful. ",0.636,0.0,0.364,0.7184
3093,"happy, calm, everything",0.857,0.0,0.143,0.7184
3094,Love it!,0.818,0.0,0.182,0.6696
3095,"Great
",1.0,0.0,0.0,0.6249
3096,love it,0.808,0.0,0.192,0.6369
3097,tired today,0.0,0.744,0.256,-0.4404
3098,Happy ,1.0,0.0,0.0,0.5719
3099,Happy,1.0,0.0,0.0,0.5719
3100,Grateful,1.0,0.0,0.0,0.4588
3101,priming the gong,0.0,0.0,1.0,0.0
3102,Did not enjoy the sound,0.0,0.396,0.604,-0.3875
3104,Calm,1.0,0.0,0.0,0.3182
3105,calming!,1.0,0.0,0.0,0.4574
3106,nice,1.0,0.0,0.0,0.4215
3107,"Very happy!!!!!!!
",0.0,0.0,1.0,0.0
3108,ok,1.0,0.0,0.0,0.296
3110,Dave and several other students feel sleepy after this meditation:) Mrs. K. feels calm and happy!,0.31,0.0,0.69,0.7424
3111,mindful,0.0,0.0,1.0,0.0
3112,Love it!,0.818,0.0,0.182,0.6696
3113,I loved it because I enjoyed focusing on my feet.  The practice felt calming.  Focusing on my body made me feel calm and relaxed. ,0.475,0.0,0.525,0.9371
3114,Love it!,0.818,0.0,0.182,0.6696
3115,"Calm, relaxing, relief, liked the music.",0.851,0.0,0.149,0.886
3116,"very calming
",0.75,0.0,0.25,0.4576
3118,Felt Good,0.744,0.0,0.256,0.4404
3119,Relaxing,1.0,0.0,0.0,0.4939
3120,"relaxing
",1.0,0.0,0.0,0.4939
3121,relaxed,1.0,0.0,0.0,0.4939
3122,My students enjoyed relaxing listening to the video.,0.52,0.0,0.48,0.7579
3123,It felt good to send wishes to everyone and everything.  It felt  good to send wishes to animals and people. It felt nice to  send good thoughts to people. ,0.39,0.0,0.61,0.9136
3124,Bettrr,0.0,0.0,1.0,0.0
3125,I liked scrunching up my hands and then loosen my hands.,0.237,0.0,0.763,0.4215
3126,I didnât like that it was kind of hard ,0.245,0.166,0.589,0.204
3127,yee,0.0,0.0,1.0,0.0
3128,Grateful,1.0,0.0,0.0,0.4588
3129,Happy,1.0,0.0,0.0,0.5719
3130,Love It !,0.818,0.0,0.182,0.6696
3131,"calm 
relaxed
in a jungle with monkeys and animals
comfortable and quiet
butterflies
",0.494,0.0,0.506,0.8316
3132,Calm ,1.0,0.0,0.0,0.3182
3133,Love it!,0.818,0.0,0.182,0.6696
3134,Mindful,0.0,0.0,1.0,0.0
3135,We are not sure exactly how it made us feel.  Maybe many things.,0.0,0.141,0.859,-0.2411
3136,Great,1.0,0.0,0.0,0.6249
3138,"I heard someone talking while I was doing this so I could not do it. 
It made me sleepy. 
I almost fell asleep. ",0.0,0.0,1.0,0.0
3139,We love the chimes and the explorer song and we liked feeling our muscles stretch! ,0.423,0.0,0.577,0.8313
3140,ok,1.0,0.0,0.0,0.296
3141,Good,1.0,0.0,0.0,0.4404
3142,Calm,1.0,0.0,0.0,0.3182
3143,Very relaxing,0.777,0.0,0.223,0.5413
3144,:),1.0,0.0,0.0,0.4588
3145,"I love the wind chimes because it helps me relax.  I liked doing this experience because I was overwhelmed and after the mindful minute, I am not overwhelmed. 
I loved it because I got to sit down, relax and not think about other stuff. ",0.349,0.062,0.589,0.9128
3146,"Scholars report feeling mindful, relaxed, and peaceful. ",0.664,0.0,0.336,0.7845
3147,great,1.0,0.0,0.0,0.6249
3148,"Mindful 0
Happy 1
Calm  1
Grateful 2
Love It",0.868,0.0,0.132,0.9217
3149,Toughie!!!!! focus was interrupted by those not participating,0.0,0.325,0.675,-0.5216
3150,"Harmony Rodriguez said, ""I feel happy.""",0.351,0.0,0.649,0.4019
3151,Felt Good,0.744,0.0,0.256,0.4404
3152,ok,1.0,0.0,0.0,0.296
3154,Gracias!,0.0,0.0,1.0,0.0
3155,:),1.0,0.0,0.0,0.4588
3156,The best of today was in helping me be calm.,0.554,0.0,0.446,0.8271
3157,Nice thoughts,0.737,0.0,0.263,0.4215
3158,I felt calm.,0.697,0.0,0.303,0.3182
3159,It was relaxing and made my body feel good.,0.466,0.0,0.534,0.7269
3160,Love it!,0.818,0.0,0.182,0.6696
3161,Anchoring calms me down.,0.434,0.0,0.566,0.3182
3162,Gracias por todo. I love it so much in my heart. I like your music 100. Gracias por la musica. Gracias por la musica Laura. Gracias por la musica mucho bien. Gracias por todo y me gusto toda la cancion. Me gusto mucho la cancion. gracias por relajarme. I love it so much. Gracias mucho muchisimo Laura. ,0.179,0.0,0.821,0.8979
3163,"Scholars report feeling peaceful, relaxed, and powerful. ",0.781,0.0,0.219,0.8658
3165,Too long for kindergarten.  Also I requested Spanish and English only showed up so it wasn't as beneficial to my students as it usually is.,0.0,0.095,0.905,-0.3412
3166,nice,1.0,0.0,0.0,0.4215
3169,The ocean waves helped me to feel calm.,0.247,0.0,0.753,0.3182
3170,Mindful ,0.0,0.0,1.0,0.0
3171,Enjoyed the quotes!,0.642,0.0,0.358,0.5562
3172,"Students felt calm and at ease
",0.545,0.0,0.455,0.5859
3173,"great
",1.0,0.0,0.0,0.6249
3174,Felt Good,0.744,0.0,0.256,0.4404
3175,This was the best inner explorer ever,0.412,0.0,0.588,0.6369
3176,"It makes up calm and gets us ready for the rest of the day.
",0.286,0.0,0.714,0.5859
3177,Thanks,1.0,0.0,0.0,0.4404
3178,Mindful,0.0,0.0,1.0,0.0
3180,Very calming,0.75,0.0,0.25,0.4576
3181,students felt calm ,0.535,0.0,0.465,0.3182
3182,"Scholars report feeling peaceful, energetic, and relaxed. ",0.783,0.0,0.217,0.8689
3183,Does he need to throw up the hand sign? Some kids might interpret it  in another way.,0.167,0.0,0.833,0.4939
3184,Grateful,1.0,0.0,0.0,0.4588
3185,Love the river sounds. Very relaxing.,0.658,0.0,0.342,0.8268
3186,Love it!,0.818,0.0,0.182,0.6696
3187,Calm,1.0,0.0,0.0,0.3182
3188,Felt Good,0.744,0.0,0.256,0.4404
3189,Love it!,0.818,0.0,0.182,0.6696
3190,felt relaxing,0.762,0.0,0.238,0.4939
3191,"Laura todays lesson was perfect, for some of us are having trouble during math classes. We will try our best to remember to be mindful before entering and while in our classes.
Blessings!",0.269,0.062,0.668,0.8748
3192,Calm,1.0,0.0,0.0,0.3182
3193,fun,1.0,0.0,0.0,0.5106
3194,Calm,1.0,0.0,0.0,0.3182
3195,Felt Good ,0.744,0.0,0.256,0.4404
3196,"Hi JusTme, we Loved todays Mindful Practice.
The poem you read to us the ""Guest House"" was just what we needed to hear today.
We had a lesson as we starting dissecting the poem verse by verse.
We hope you are able to more practices such as this one in the futrue.
Blessing,
Ridgeview High",0.164,0.0,0.836,0.875
3197,"There is a typo in the title. It is missing an ""o"" in the word comodos .",0.0,0.136,0.864,-0.296
3198,"Felt Good 
",0.744,0.0,0.256,0.4404
3199,Great.,1.0,0.0,0.0,0.6249
3200,great,1.0,0.0,0.0,0.6249
3201,Excellent experience.,0.787,0.0,0.213,0.5719
3205,ESOL kids don't understand.,0.0,0.0,1.0,0.0
3206,I love mindfulness and it is so calm. Cole is playing cuphead tomorrow. I love mindfulness. ,0.569,0.0,0.431,0.9215
3207,We loved it!,0.677,0.0,0.323,0.636
3208,great experience,0.804,0.0,0.196,0.6249
3209,Happy,1.0,0.0,0.0,0.5719
3210,Relaxing,1.0,0.0,0.0,0.4939
3211,nice ,1.0,0.0,0.0,0.4215
3212,Calm,1.0,0.0,0.0,0.3182
3213,GROOOOVY,0.0,0.0,1.0,0.0
3214,great,1.0,0.0,0.0,0.6249
3215,"Scholars report feeling calm, comfortable, and relaxed.",0.774,0.0,0.226,0.8519
3216,mindful,0.0,0.0,1.0,0.0
3217,None,0.0,0.0,1.0,0.0
3218,Calm,1.0,0.0,0.0,0.3182
3219,"I don't like that you make me say positive things.  I was feeling ""regular"" after the session, but I don't like being forced into a specific feeling.  There should be an ""other "" choice.",0.238,0.118,0.644,0.5106
